text,true_label,predicted_label,shap_top_words,shap_word_importances,lime_top_words,lime_word_importances
"
Compensation scam: 

Contact Mr. Ahmed Zafa the Director of Central Bank of West African States (BCEAO)

ATTN: Mr. David N Judelson, EMAIL: [fedexexpress_courierservice@portsaid.cc], Call Phone +229-93921803",1,1,"[""\u0120scam"", ""ensation"", ""\u0120Central"", ""\u0120Bank"", ""\u0120of"", ""218"", ""39"", ""\u0120African"", ""\u0120West"", ""ATT""]","[2.1901038108449995e-05, 2.189860835201354e-05, 1.1347290692907391e-05, 1.1320584855473664e-05, 1.1311900435072003e-05, 1.1306123009749821e-05, 1.1305269005052174e-05, 9.433112361214377e-06, 9.424120600504631e-06, 5.502804020854929e-06]","[""Contact"", ""Zafa"", ""Mr"", ""Ahmed"", ""Compensation"", ""ATTN"", ""Bank"", ""Director"", ""EMAIL"", ""Call""]","[0.00011629578408120972, 0.00011005717080439189, 0.00010957055056735119, 0.00010936158205470749, 0.00010847240306542883, 0.00010795059764586399, 0.00010648201919233572, 0.00010592513354339792, 0.00010512034468517278, 6.912875943756641e-05]"
"
Do you need a loan ,You want to pay off bills,Expand your business ?,Look no further we offer all kinds of loans both long and short term loan,for only 3% interest.If yes you need a loan Please email  now to apply for a secured loan with the Applicant form below ,

Name :
Age:
Country:
State:
Loan amount :
Loan duration :
Phone number :

Once this is filled and submitted by you,it will take 24 hours for your loan to be processed in which a well document loan terms and agreement document will be sent to you. In agreement to the above rules/policies, you are expected to send us the as required above. In acknowledgment to this mail, we will start the processing of your loan.

Thanks for choosing our firm
Mr. Pierre Wolf
www.strattonfinance.com.au",1,1,"[""Exp"", ""and"", ""You"", ""\u0120amount"", ""\u0120send"", ""\u0120us"", ""\u0120business"", ""\u0120short"", ""\u0120term"", ""\u0120are""]","[7.8261336248512e-06, 7.820858347012585e-06, 5.201758690794608e-06, 3.785581072740706e-06, 3.707612079680963e-06, 3.703678661616664e-06, 3.4482988591929125e-06, 3.10458071549204e-06, 3.101367895540438e-06, 3.064346880565288e-06]","[""Name"", ""be"", ""duration"", ""it"", ""by"", ""in"", ""firm"", ""required"", ""agreement"", ""well""]","[4.390092993241696e-05, 1.8688564020125585e-05, 1.7961104146608173e-05, 1.5149041430857377e-05, 1.4880438959483494e-05, 1.4244362031578272e-05, 1.2337359171791847e-05, 1.1332075245306382e-05, 1.0317407689211e-05, 1.3394065947730722e-06]"
"Compact Headers
From  franck william
Abidjan, Ivory Coast
West Africa.
E-mail: [franckwilliam18@yahoo.com]
TEL.: +22567578912

Dear One,

Permit me to inform you of my desire of going into business relationship with you. I contacted you after going through your profile, I prayed over it and selected your name among other members, due to its esteeming nature and the recommendations given to me as a reputable and trust worthy person that I can do business with and by the recommendation, I must not hesitate to confide in you for this simple and legitimate business.

My name is  franck william . The only son of late Mr. & Mrs. Joseph  william. My father was a very wealthy cocoa merchant in Abidjan, The economic capital of Ivory Coast. My father was poisoned to death by his business associates on one of their outings on a business trip . My mother died when I was a baby and since then my father took me so special.

Meanwhile,Before the sudden death of my late father in a private hospital here in Abidjan. He secretly called me on his bed side and told me that he has the sum of Ten Million Five Hundred Thousand United State Dollars. (USD$10,500,000.00) left in fixed / suspense account in one of the prime bank's here in Abidjan ,that he used my name as his only son for the next of Kin in depositing of the fund. He also explained to me that it was because of this wealth that he was poisoned by his business associates That I should seek for a foreign partner in a country of my choice where i will transfer this money and use it for investment purpose such as real estate management or hotel management.

Dear, I am honourably seeking your assistance in the following ways:

(1) To provide a bank account into which this money would be transferred to.

(2) To serve as a guardian of this fund since I am only 23years old.

(3) To make arrangement for me to come over to your country to further my education and to secure a resident permit in your country for me.

Moreover, My Dear Friend, I am willing to offer you 15% of the total sum as compensation for your effort, after the successful transfer of this fund into your nominated account overseas. Furthermore, Kindly indicate your options towards assisting me as I believe that this transaction would be concluded within three (3) days you signify interest to assist me.

Anticipating to hear from you soon. Please reply me through my private email address: [franckwilliam18@yahoo.com],  For More details. You can also call me at: 0022567578912, So that we can discuss more better and proceed immediately with this transfer.

Thanks for your assistance and take care. May God bless you.

I will be glad to hear back from you today.

My best regards,
franck william .",1,1,"[""\u0120very"", ""From"", ""Ab"", ""\u0120cocoa"", ""\u0120wealthy"", ""\u0120contacted"", ""\u0120relationship"", ""\u0120Ivory"", ""\u0120Coast"", ""West""]","[1.300842121460484e-05, 1.1591082597235522e-05, 9.99938393837434e-06, 9.093606772208676e-06, 9.093551111080368e-06, 8.15785200267363e-06, 7.4590102602274e-06, 7.434145686707398e-06, 7.433767813260888e-06, 5.867580789855587e-06]","[""Ivory"", ""Compact"", ""Dear"", ""management"", ""soon"", ""0022567578912"", ""late"", ""not"", ""concluded"", ""william""]","[0.0009166091335889102, 0.0009137577204239137, 0.0008797339764343085, 0.0008302966406339617, 0.0002729174608871636, 0.0002334120095836421, 0.0001922463633351196, 0.0001891562329142097, 7.897457453872514e-05, 3.119240729152773e-05]"
"i tried calling you this am but your phone rolled to someone else ' s voicemail . can you call me when you get a chance ?
- - - - - original message - - - - -
from : farmer , daren j .
sent : thursday , january 10 , 2002 2 : 06 pm
to : hill , garrick
subject : re : tenaska iv
rick ,
i ' ve had a couple of meetings today . i ' m sorry i ' m just getting back to you . i tried to call but the voice mail said that you were unavailable . so , give me a call when you get a chance .
d
- - - - - original message - - - - -
from : hill , garrick
sent : wednesday , january 09 , 2002 6 : 11 pm
to : farmer , daren j .
subject : re : tenaska iv
i ' ll call you on thursday . . . what ' s a good time ?
- - - - - original message - - - - -
from : farmer , daren j .
sent : wednesday , january 09 , 2002 3 : 03 pm
to : hill , garrick
cc : olsen , michael
subject : tenaska iv
rick ,
we need to talk about the ability of ena to continue its the current role as agent of tenaska iv .
1 ) since the end on november , ena has not been able to complete gas trading transactions . we cannot find any counterparties to trade physical gas in texas . this , of course , is due to the bankruptcy . as a result , we are not able to sale tenaska ' s excess fuel . we did contact brazos to ask if they would buy a portion of the gas at a gas daily price , but they do not want it ( gas daily pricing has been below the firm contract price for a while ) . in december , we had to cut 10 , 000 / day from the 7 th through the 27 th . for january , we haven ' t had to cut yet , but i am sure that the pipe will ask us to do this in the near future .
2 ) for november activity ( which was settled in dec ) , ena owes tenaska iv for the excess supply that we sold . however , due to the bankruptcy , we could not make payments out . ena could not pay the suppliers or the pipeline . james armstrong paid the counterparties directly . i think that he should continue to do this for dec and jan . we should not transfer any funds from tenaska iv to ena .
i don ' t know how enron ' s ownership in the plant factors out in the bankruptcy preceding . but we need to determine how to go forward with the fuel management .
please give me a call or e - mail me . we can get together sometime thurs or fri morning .
d",0,0,"[""\u0120else"", ""\u0120someone"", ""\u0120voic"", ""email"", ""ursday"", ""\u0120you"", ""\u0120ll"", ""\u0120what"", ""\u0120good"", ""\u0120time""]","[0.037434481903892126, 0.037434481618113816, 0.034875505570045075, 0.03487550456212797, 0.01999341742709772, 0.019993416640727114, 0.019993416640727114, 0.019508958324943943, 0.019508958324943943, 0.0195089578878193]","[""sent"", ""from"", ""subject"", ""to"", ""i"", ""meetings"", ""call"", ""you"", ""this"", ""your""]","[0.06268087237368508, 0.057803150645851356, 0.047367161849731054, 0.043835657165052624, 0.04129487581047972, 0.028506428142257772, 0.026620718149693745, 0.01689935149359874, 0.016245093076106686, 0.014074331151543022]"
"
LONDON NOKIA MOBILE COMPANY.
P.O.BOX 1010,
LIVERPOOL L170NL,
UNITED KINGDOM.
TEL +448719152465

Congratulation Your email address has won,Â£1,000,000 Pound and two laptops in the on going NOKIA PROMOTION.send your details for claim to [nokian76p@9.cn]

Names:_
Tele:_
Age:_
Address:_
occupation:_
country:_
email  :_

Dr. M C MARK ROLAND",1,1,"[""\u0120R"", ""\u0120MARK"", ""\u0120M"", ""\u0120C"", ""OL"", ""AND"", ""\u0120:"", ""_"", ""."", ""Dr""]","[2.4248857730624982e-05, 2.4248188809217497e-05, 2.307782266211008e-05, 2.3077719593046018e-05, 1.035503940602892e-05, 1.035454894453495e-05, 7.755990986583263e-06, 7.755887325606835e-06, 6.563095938168062e-06, 6.562796209822544e-06]","[""email"", ""O"", ""1"", ""NOKIA"", ""the"", ""ROLAND"", ""details"", ""has"", ""for"", ""BOX""]","[3.813485983532529e-06, 3.4506818892920626e-06, 3.3040323294922315e-06, 1.921490140663079e-06, 1.3998746026852477e-06, 4.639535178459341e-07, 2.2587983468922906e-07, 1.7769857775192844e-07, 1.4481860831673953e-07, 2.6311296924460168e-08]"
"      
Hello Co-investors,

I want to introduce my self as General Andrew Azazi Nigerian Military officer, presently in Ghana for consignment clearance mission. I am calling on interested business men and women who will be willing to invest on this crucial business to help the poor and the needy.

During last year we diverted a lot of consignment to our neighboring countries which has been claimed by investors. Presently I have 7 consignment deposited under my control by Mohamed Yusuf the leader of Boko Haram, (Islamic sect) in Bornu State of Northern Nigerian who was killed on 1st august,2009 by the Nigerian army at Bornu State Police Command for sponsoring terrorist .

This consignment was deposited in a security company in Ghana under my control as the army general operational director.

I can not directly claim these consignments because of my service with the Nigeria army but assist you in all necessary aid to claim the consignment as witness and deliver to you as the Next of kin to the late Mohamed Yusuf. This is to avoid government taking over the consignment without listening to the less privileges.

Your urgency to process the claim of these consignments will be welcome. I assure you that this deal is FREE from any RISK. Interested persons should provide their below information;

Your Full Name
Telephone
Country
Occupation
Your Next of Kin

NOTE: The affidavit of ownership will be on your name as the next of kin to Late Mohamed Yusuf. I will forward you details once I receive your mail and the percentage sharing of the consignment content.

Gen. Andrew Azazi.",1,1,"[""\u0120Nigerian"", ""\u0120at"", "","", ""ust"", ""\u0120for"", ""\u0120Command"", ""\u0120can"", ""I"", ""\u0120director"", ""\u0120Born""]","[8.295274451565559e-05, 5.6627049298999865e-05, 3.229624703717049e-05, 3.229500286663937e-05, 3.095700517487343e-05, 3.0953736469136164e-05, 2.7633615581275862e-05, 2.7633428373887084e-05, 2.6851100699244937e-05, 2.3411653429256368e-05]","[""Hello"", ""During"", ""late"", ""assist"", ""NOTE"", ""that"", ""has"", ""should"", ""7"", ""august""]","[4.254605023404058e-06, 4.011621611489268e-06, 1.7080349086658594e-06, 1.6502571891404217e-06, 1.5079585014001235e-06, 1.4861227173629049e-06, 1.4072446135439637e-06, 1.3825699660594768e-06, 1.378575569520557e-06, 3.6092261966765827e-07]"
"fyi , kim .
- - - - - original message - - - - -
from : frazier , perry
sent : thursday , march 07 , 2002 2 : 25 pm
to : lebeau , randy ; watson , kimberly ; abdmoulaie , mansoor
subject : re : re ivanhoe e . s . d
just a couple of additional thoughts , the cost estimate for esd mods of $ 130 , 000 will typically be , about 25 % more . the e abdmoulaie , mansoor ; frazier , perry
subject : fw : re ivanhoe e . s . d
here is an estimate for the upgrade to the ivanhoe esd system . please keep in mind that the hp at the location has not been in operation for several years and if it is ever required , we may be looking a major expense for that , too . ( $ 200 , 000 + or - )
- - - - - original message - - - - -
from : jordan , fred
sent : thursday , march 07 , 2002 7 : 24 am
to : lebeau , randy
subject : re ivanhoe e . s . d
fyi
- - - - - - - - - - - - - - - - - - - - - - forwarded by fred jordan / et & s / enron on 03 / 07 / 2002 07 : 10 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
>
eddie pool
03 / 07 / 2002 07 : 13 am
to : fred jordan / et & s / enron @ enron
cc :
subject : re ivanhoe e . s . d
fred
here is what i came up with on the ivanhoe station .
>",0,0,"[""ber"", ""ly"", ""just"", ""\u0120couple"", ""\u0120additional"", ""\u0120thoughts"", ""\u0120k"", ""atson"", ""im"", ""\u01202""]","[0.04383136881598113, 0.043831368436212846, 0.028029259553648815, 0.028029259553648815, 0.027446211575068817, 0.02744620984156038, 0.023565729026064478, 0.023565729026064478, 0.023565727499120205, 0.013299742576740907]","[""subject"", ""from"", ""sent"", ""to"", ""just"", ""estimate"", ""pm"", ""message"", ""000"", ""more""]","[0.010395000891672054, 0.010129562584950406, 0.01009292306331399, 0.009511809004996945, 0.008881900945420322, 0.00616023234952118, 0.0059068513803876834, 0.005415721368703917, 0.003576083041275672, 0.0031542867296048]"
"fyi , kim .
- - - - - original message - - - - -
from : frazier , perry
sent : thursday , march 07 , 2002 2 : 25 pm
to : lebeau , randy ; watson , kimberly ; abdmoulaie , mansoor
subject : re : re ivanhoe e . s . d
just a couple of additional thoughts , the cost estimate for esd mods of $ 130 , 000 will typically be , about 25 % more . the e abdmoulaie , mansoor ; frazier , perry
subject : fw : re ivanhoe e . s . d
here is an estimate for the upgrade to the ivanhoe esd system . please keep in mind that the hp at the location has not been in operation for several years and if it is ever required , we may be looking a major expense for that , too . ( $ 200 , 000 + or - )
- - - - - original message - - - - -
from : jordan , fred
sent : thursday , march 07 , 2002 7 : 24 am
to : lebeau , randy
subject : re ivanhoe e . s . d
fyi
- - - - - - - - - - - - - - - - - - - - - - forwarded by fred jordan / et & s / enron on 03 / 07 / 2002 07 : 10 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
>
eddie pool
03 / 07 / 2002 07 : 13 am
to : fred jordan / et & s / enron @ enron
cc :
subject : re ivanhoe e . s . d
fred
here is what i came up with on the ivanhoe station .
>",0,0,"[""ber"", ""ly"", ""just"", ""\u0120couple"", ""\u0120additional"", ""\u0120thoughts"", ""\u0120k"", ""atson"", ""im"", ""\u01202""]","[0.04383136881598113, 0.043831368436212846, 0.028029259553648815, 0.028029259553648815, 0.027446211575068817, 0.02744620984156038, 0.023565729026064478, 0.023565729026064478, 0.023565727499120205, 0.013299742576740907]","[""from"", ""subject"", ""just"", ""to"", ""sent"", ""estimate"", ""frazier"", ""more"", ""000"", ""abdmoulaie""]","[0.01088007073227982, 0.010872271994799126, 0.010849168195396636, 0.01078623853975953, 0.010571718231959818, 0.007492203988206151, 0.007155922830177546, 0.0047787512925979115, 0.004602727642988533, 0.0019585250733408044]"
 hourahead hour : 24 ,0,0,"[""head"", ""ra"", ""\u0120hour"", ""\u0120:"", ""</s>"", ""\u012024"", ""<s>"", ""hou""]","[0.20615787645419914, 0.20615785391782993, 0.17422965271180146, 0.17422964958586817, 0.05625544989561604, 0.056255436684296, 0.0, 0.0]","[""hour"", ""24"", ""hourahead""]","[0.00044552744591190054, 0.0002859360083197875, 0.00021865219018069498]"
"the equistar deal 156337 is the sale and swing all in one . i only have two
deals for this counterparty , one for the sale and one for the buyback .
from : robert e lloyd 04 / 05 / 2000 02 : 23 pm
to : julie meyers / hou / ect @ ect
cc : pat clynes / corp / enron @ enron , daren j farmer / hou / ect @ ect , robert e
lloyd / hou / ect @ ect
subject : buyback / deficiency deals worksheet
please make the following changes and redistribute your worksheet . thanks
!
1 ) . please update equistar "" swing "" sitara ticket # as : 156337 . equistar
"" sale "" should reflect
"" various "" due to the different deals associated with this
counterparty .
2 ) . valero marketing & supply "" undertake "" sitara ticket # ' s are as follows :
mtr . 981394 . . . . 148396
mtr . 988018 . . . . 148381
mtr . 981233 . . . . 148388
3 ) . valero marketing
981233 . . . 148384 ; 988018 . . . 148376",0,0,"[""\u0120is"", ""\u0120deal"", ""deals"", ""\u0120i"", ""\u0120have"", ""\u0120only"", ""\u0120two"", ""ly"", ""\u0120c"", ""cc""]","[0.06022414075688299, 0.05336272334716341, 0.04868381198381046, 0.040228992223741704, 0.040228992223741704, 0.040228991116496374, 0.040228991116496374, 0.03805897488930923, 0.03805897380755781, 0.033985674956084316]","[""from"", ""enron"", ""deals"", ""robert"", ""ect"", ""to"", ""subject"", ""j"", ""only"", ""swing""]","[0.03546592584505166, 0.034066586333083924, 0.020840176163242147, 0.020240017781417347, 0.017935522686153973, 0.0169600607258285, 0.014648569451348755, 0.014630154534211926, 0.007583746614519455, 0.004969996092671941]"
 hourahead hour : 24 ,0,0,"[""head"", ""ra"", ""\u0120hour"", ""\u0120:"", ""</s>"", ""\u012024"", ""<s>"", ""hou""]","[0.20615787645419914, 0.20615785391782993, 0.17422965271180146, 0.17422964958586817, 0.05625544989561604, 0.056255436684296, 0.0, 0.0]","[""hour"", ""24"", ""hourahead""]","[0.0004421836196421154, 0.00028244404025408194, 0.00021248742930696498]"
"geir and todd -
we ' ll be paying back line losses to aps tomorrow morning . following are the deal numbers and terms .
729302 - stwh buys epe
he 1 - 6 : 2 mw
he 7 : 1 mw
4 c 345 @ $ 25
729307 - stwh sells aps
same hours and volumes
4 c 345 @ $ 0
tag is # 29706 .
i made the purchase from steve at epe , and lori is our contact at aps . both are aware of the payback schedule and el paso expects to see it represented in our real time model .
please call me with questions .
thanks ,
kate
503 - 819 - 2181",0,0,"[""we"", ""302"", ""\u0120ll"", ""\u0120'"", ""\u0120terms"", ""\u0120todd"", ""\u0120deal"", ""\u0120numbers"", ""ir"", ""\u0120buys""]","[0.11030073920397337, 0.08599676003812723, 0.06817104452006895, 0.06817104434735465, 0.06318231509446454, 0.056096534690478816, 0.05491743100521944, 0.054917427692453204, 0.046588774634184316, 0.026112292641784052]","[""we"", ""he"", ""i"", ""losses"", ""same"", ""following"", ""terms"", ""volumes"", ""aps"", ""sells""]","[0.04471988309943388, 0.03372473810506021, 0.02786221121836078, 0.02779572054833816, 0.02727256439373409, 0.02394641352059677, 0.02281205362452915, 0.022537690758990363, 0.021973458521553427, 0.0048678103601118555]"
"Attn: Beneficiary
REF: FLP-IP/2422-FM10089/0877
RE: Internet Crime Victimes Restitution
INTENDED ONLY FOR: ( SCAM VICTIM’S EMAIL)

Irrevocable Compensation Payment of  3 Million euro  per VISA ATM Card

On behalf of the United Nations Cash Grant Award Payment, we wish to notify you as a beneficiary of  3 million dollars  in compensation of scam victims. You are the next person to be paid as one of the Scam victims. Am here to inform you that we have verified your inheritance file presently on my desk, and I found out that you have not received your payment due to your lack of co-operation and not fulfilling the obligations giving to you in respect to your inheritance payment.

Secondly, you are hereby advised to stop dealing with some non-officials in the bank or any offices as this is an illegal act and you have to stop if you so wish to receive your payment immediately. After the board meeting held at our headquarters, we have resolved in finding a solution to your problem, and as you may know, We have arranged your payment to be delivered to you through ATM Visa Card immediately by stander bank in spain and this will be issued in your Name and shall be posted directly to your address via courier services available in your country.

Upon your contact with us, the sum of  3 Million  euro  will be credited into the ATM Visa Card and this will enable you to withdraw your funds in any ATM Machines in your country with a minimum withdrawal of 20 thousand euro per day you can also use the atm visa card to do any shopping through p o s to any anccount of your choice in your counrty. Your limit can be increased upon your request.

Your compensation payment has been approved and ordered to be paid immediately by the stander Bank of spain
.
In this regards, you are to contact and furnish the requested information to the Directorate of International Payment and Transfer with the followings;

1. Your Name:
2. Country:
3. Age and Sex:
4. Occupation:
5. Mobile Telephone:
6. Delivery Address:
7. Id Card Identification:

Endeavor to furnish the above information to the officers below for the issuance and delivery of your ATM Visa Card; Be sure to quote your reference number in all correspondences.

Michael Colmus
Whatsapp or call (+34612558482)
United Nation organization
also contact us with our agent email  ( mrschantal066@gmail.com  )",1,1,"[""ials"", ""\u0120dealing"", ""\u0120Nations"", ""\u0120United"", ""P"", ""\u0120FL"", ""\u0120inheritance"", ""Secondly"", ""\u0120inform"", ""22""]","[4.231064861251537e-06, 3.9383715794918735e-06, 3.2748199439053905e-06, 3.273807436631552e-06, 2.9588681386752902e-06, 2.9585707713575926e-06, 2.856925129890442e-06, 2.143401476272489e-06, 2.1019641965908822e-06, 1.8848667145610188e-06]","[""2"", ""offices"", ""file"", ""I"", ""4"", ""5"", ""also"", ""an"", ""some"", ""lack""]","[2.9857422262017752e-06, 2.1191423116237708e-06, 1.6100976882088075e-06, 1.3978903306276907e-06, 1.349813852619438e-06, 1.3260389601096653e-06, 1.0934270892712086e-06, 8.535198443084073e-07, 6.515057687910716e-07, 3.6918742524921086e-08]"
"re : deal extension for 11 / 21 / 2000 for 98 - 439 jackie , 465490 is not a deal between ena and hpl . . it is a zone 5 tennessee sale between ena and a third party . . . thanks jackie young 12 / 19 / 2000 09 : 02 am to : victor lamadrid / hou / ect @ ect , meredith mitchell / hou / ect @ ect , daren j farmer / hou / ect @ ect cc : clem cernosek / hou / ect @ ect , howard b camp / hou / ect @ ect , sherlyn schumack / hou / ect @ ect subject : deal extension for 11 / 21 / 2000 for 98 - 439 victor , can you extend deal # 465490 to cover a flow volume of 141 dec . for 11 / 21 / 2000 ? daren , can you extend deal # 465322 for cover a flow volume of 140 dec . for 11 / 21 / 2000 ? thanks - jackie - 3 - 9497",0,0,"[""\u0120not"", ""\u0120d"", ""pl"", ""re"", ""<s>"", ""\u012012"", ""\u0120is"", ""\u0120zone"", ""\u0120it"", ""\u01205""]","[0.059089405852360374, 0.05190667438646797, 0.034206097184430184, 0.03233875159457966, 0.032338751281031364, 0.02186897595830877, 0.02094468350252726, 0.02094468350252726, 0.020944681972270927, 0.020944681972270927]","[""deal"", ""extension"", ""for"", ""between"", ""2000"", ""11"", ""ena"", ""and"", ""lamadrid"", ""sale""]","[0.30315939922966795, 0.2582111004602093, 0.18562585595319778, 0.1457821300639733, 0.13627443440020037, 0.12281671189782885, 0.11693075073875706, 0.09989138212968218, 0.06688217110320906, 0.06402799038096858]"
Your payment has been declined. Update your billing information to continue using our service.,1,1,"[""\u0120using"", ""\u0120continue"", ""\u0120service"", ""\u0120our"", ""."", ""</s>"", ""\u0120Update"", ""\u0120has"", ""\u0120payment"", ""\u0120your""]","[1.3560056686401367e-06, 1.3540975487558171e-06, 8.195638656616211e-07, 8.144115781760775e-07, 7.352509783231653e-07, 7.152557373046875e-07, 5.066394805908203e-07, 4.470348358154297e-07, 4.433313733898103e-07, 2.975339157273993e-07]","[""Your"", ""payment"", ""your"", ""service"", ""Update"", ""using"", ""billing"", ""continue"", ""information"", ""to""]","[0.058097156724989975, 0.04885557215787508, 0.0448473396795771, 0.0388428871537577, 0.023572713670492632, 0.018559665348606494, 0.014019765919697743, 0.01088309387572588, 0.007126637164477238, 0.005172825073743392]"
"i tried calling you this am but your phone rolled to someone else ' s voicemail . can you call me when you get a chance ?
- - - - - original message - - - - -
from : farmer , daren j .
sent : thursday , january 10 , 2002 2 : 06 pm
to : hill , garrick
subject : re : tenaska iv
rick ,
i ' ve had a couple of meetings today . i ' m sorry i ' m just getting back to you . i tried to call but the voice mail said that you were unavailable . so , give me a call when you get a chance .
d
- - - - - original message - - - - -
from : hill , garrick
sent : wednesday , january 09 , 2002 6 : 11 pm
to : farmer , daren j .
subject : re : tenaska iv
i ' ll call you on thursday . . . what ' s a good time ?
- - - - - original message - - - - -
from : farmer , daren j .
sent : wednesday , january 09 , 2002 3 : 03 pm
to : hill , garrick
cc : olsen , michael
subject : tenaska iv
rick ,
we need to talk about the ability of ena to continue its the current role as agent of tenaska iv .
1 ) since the end on november , ena has not been able to complete gas trading transactions . we cannot find any counterparties to trade physical gas in texas . this , of course , is due to the bankruptcy . as a result , we are not able to sale tenaska ' s excess fuel . we did contact brazos to ask if they would buy a portion of the gas at a gas daily price , but they do not want it ( gas daily pricing has been below the firm contract price for a while ) . in december , we had to cut 10 , 000 / day from the 7 th through the 27 th . for january , we haven ' t had to cut yet , but i am sure that the pipe will ask us to do this in the near future .
2 ) for november activity ( which was settled in dec ) , ena owes tenaska iv for the excess supply that we sold . however , due to the bankruptcy , we could not make payments out . ena could not pay the suppliers or the pipeline . james armstrong paid the counterparties directly . i think that he should continue to do this for dec and jan . we should not transfer any funds from tenaska iv to ena .
i don ' t know how enron ' s ownership in the plant factors out in the bankruptcy preceding . but we need to determine how to go forward with the fuel management .
please give me a call or e - mail me . we can get together sometime thurs or fri morning .
d",0,0,"[""\u0120else"", ""\u0120someone"", ""\u0120voic"", ""email"", ""ursday"", ""\u0120you"", ""\u0120ll"", ""\u0120what"", ""\u0120good"", ""\u0120time""]","[0.037434481903892126, 0.037434481618113816, 0.034875505570045075, 0.03487550456212797, 0.01999341742709772, 0.019993416640727114, 0.019993416640727114, 0.019508958324943943, 0.019508958324943943, 0.0195089578878193]","[""sent"", ""from"", ""to"", ""subject"", ""i"", ""you"", ""thursday"", ""call"", ""me"", ""this""]","[0.05744077997307493, 0.050772976997827804, 0.04507485811042452, 0.037844347996232625, 0.03429051755692247, 0.023540229804973636, 0.022096860456756746, 0.021040680865027084, 0.020399387918550244, 0.018269554900311374]"
congratulations on your promotion ! that is really good .,0,0,"[""\u0120on"", ""ratulations"", ""\u0120!"", ""\u0120that"", ""\u0120."", ""\u0120good"", ""\u0120really"", ""\u0120is"", ""\u0120your"", ""\u0120promotion""]","[0.21434190382660745, 0.21434189095816691, 0.14260137475685042, 0.14260136797975065, 0.07829119106690996, 0.07829118660174572, 0.05779363106285018, 0.05779360112956056, 0.03493002926916233, 0.03493000206526631]","[""congratulations"", ""is"", ""good"", ""really"", ""that"", ""your"", ""promotion"", ""on""]","[0.6113359370223097, 0.13980317800384157, 0.11294811974147198, 0.11127073381798407, 0.08916235891666915, 0.08729868710874361, 0.025972371891261056, 0.02152509622746205]"
"
POST SCRITUM:You have to keep everything secret as to enable the transfer to move very smoothly into the account you will prove to the bank.As you finished reading this letter call me immediately so that we discuss very well over this business",1,1,"[""As"", ""\u0120you"", ""\u0120enable"", ""\u0120secret"", ""\u0120as"", ""\u0120account"", ""\u0120smoothly"", ""\u0120bank"", ""."", ""\u0120so""]","[5.521608704839309e-05, 5.521439015865326e-05, 4.069879651069641e-05, 2.677407428564038e-05, 2.6773661375045776e-05, 2.3586845827594516e-05, 2.088397741317749e-05, 1.9626344965217868e-05, 1.9624829292297363e-05, 1.5038065612316132e-05]","[""business"", ""bank"", ""to"", ""this"", ""me"", ""You"", ""smoothly"", ""finished"", ""call"", ""discuss""]","[0.009095440136065973, 0.008161889547083351, 0.00641818525425825, 0.005825026638287951, 0.005419358911259391, 0.005179959959571771, 0.005124974964589219, 0.004507126372211436, 0.004107747200832907, 0.004092580324827507]"
"Good Morning.

Attention: Dear  Sir / Madam.
 
We are a business development and loan facilitating company. One of our clients a Russian Businessman has unpaid contract funds and seeks your partnership to receive and re-invest the fund into new projects at an agreed percentage  ratio for the financial year, 2020.

Our client is currently retired from active business and seeks the co-operation of a vibrant business person to manage his various assets.

We also have an option to facilitate loans at good interest rate of between 2.5%-6.7% depending on your project type and loan duration.

Contact us for specific details and you can call me on +442070604994 ext 6. I will expect your call so we can discuss more in-depth details.private e-mail address  your contact details bellow Private Email: {mrthomasd0@gmail.com }

Sincerely
Mr. Thomas D.
Financial Consultant",1,1,"[""\u0120+"", ""44"", ""gmail"", ""7"", ""%"", ""6"", ""\u01202"", ""20"", ""70"", ""\u0120specific""]","[1.1675512260572523e-05, 1.1671356455444889e-05, 1.117652689791376e-05, 1.0773502894304936e-05, 1.077338888802949e-05, 7.697889217676373e-06, 7.605993046884881e-06, 6.3917877839601176e-06, 6.3888948122258945e-06, 5.666180095431628e-06]","[""Madam"", ""2020"", ""Morning"", ""company"", ""assets"", ""Sir"", ""clients"", ""client"", ""and"", ""loan""]","[5.133130236251844e-07, 4.77051785355921e-07, 4.3194985306500676e-07, 3.803765492135196e-07, 3.320095042665186e-07, 3.0789415230438506e-07, 2.7224439033233226e-07, 2.3890502240884804e-07, 2.3368556872090504e-07, 2.1743794249156225e-07]"
